xlong,ylat
-99.1545,34.1124
-99.00444,34.0974
-99.15252,34.09359
-99.06544,34.12479
-99.04575,34.07909
-99.11328,34.1274
-99.15843,34.11239
-99.01351,34.11304
-99.0142,34.12737
-99.13032,34.09518
-99.00864,34.09842
-99.03383,34.12642
-99.06177,34.08092
-99.02613,34.12643
-99.10146,34.13096
-99.09149,34.15634
-99.04456,34.12458
-99.07346,34.12433
-99.06922,34.10709
-99.03768,34.12642
-99.07415,34.10589
-99.02623,34.11186
-99.16222,34.09993
-99.13023,34.11163
-99.03069,34.11172
-99.02178,34.09829
-99.12313,34.10856
-99.1168,34.09525
-99.0361,34.06774
-99.12123,34.1256
-99.08984,34.1004
-99.11865,34.15097
-99.10907,34.11091
-99.10454,34.10954
-99.11319,34.11222
-99.15687,34.09909
-99.05454,34.07908
-99.02232,34.06686
-99.0405,34.06809
-99.10764,34.09793
-99.14015,34.11383
-99.05828,34.08004
-99.0976,34.13248
-99.11723,34.12638
-99.63529,33.7714
-99.58743,33.75029
-99.66406,33.77448
-99.62886,33.73988
-99.63985,33.71886
-99.67667,33.76776
-99.62899,33.72316
-99.575,33.74896
-99.65524,33.73573
-99.68076,33.72718
-99.63739,33.73401
-99.68572,33.74128
-99.64921,33.78341
-99.67706,33.75247
-99.67607,33.69201
-99.66098,33.72615
-99.67213,33.69708
-99.59272,33.74633
-99.61625,33.75534
-99.64137,33.76946
